Date;Market;Market Size;Product;Product Line;Product Type;State;Type;Inventory;Marketing;Profit;Sales;Total Expenses
9/1/12 00:00;West;Small Market;Amaretto;Beans;Coffee;Oregon;Regular;509;47;-3;126;77
8/1/12 00:00;West;Small Market;Lemon;Leaves;Herbal Tea;Oregon;Decaf;587;22;53;155;34
8/1/12 00:00;West;Small Market;Green Tea;Leaves;Tea;Oregon;Regular;678;35;102;277;59
8/1/12 00:00;West;Small Market;Decaf Irish Cream;Beans;Coffee;Oregon;Decaf;428;10;19;85;32
8/1/12 00:00;West;Small Market;Amaretto;Beans;Coffee;Oregon;Regular;513;33;-11;89;63
7/1/12 00:00;West;Small Market;Decaf Espresso;Beans;Espresso;Oregon;Decaf;1304;40;81;291;65
7/1/12 00:00;West;Small Market;Darjeeling;Leaves;Tea;Oregon;Regular;486;5;9;44;17
6/1/12 00:00;West;Small Market;Decaf Irish Cream;Beans;Coffee;Oregon;Decaf;414;12;20;93;35
6/1/12 00:00;West;Small Market;Decaf Espresso;Beans;Espresso;Oregon;Decaf;1245;41;83;298;66
6/1/12 00:00;West;Small Market;Amaretto;Beans;Coffee;Oregon;Regular;496;40;-6;107;69
5/1/12 00:00;West;Small Market;Decaf Espresso;Beans;Espresso;Oregon;Decaf;1156;41;83;298;66
5/1/12 00:00;West;Small Market;Caffe Mocha;Beans;Espresso;Oregon;Regular;361;17;27;123;44
5/1/12 00:00;West;Small Market;Caffe Latte;Beans;Espresso;Oregon;Regular;361;20;11;118;54
4/1/12 00:00;West;Small Market;Earl Grey;Leaves;Tea;Oregon;Regular;653;29;73;222;61
4/1/12 00:00;West;Small Market;Caffe Latte;Beans;Espresso;Oregon;Regular;337;20;13;121;54
3/1/12 00:00;West;Small Market;Green Tea;Leaves;Tea;Oregon;Regular;481;27;74;214;51
3/1/12 00:00;West;Small Market;Chamomile;Leaves;Herbal Tea;Oregon;Decaf;768;10;33;92;22
3/1/12 00:00;West;Small Market;Caffe Latte;Beans;Espresso;Oregon;Regular;325;22;15;129;56
2/1/12 00:00;West;Small Market;Lemon;Leaves;Herbal Tea;Oregon;Decaf;618;14;30;100;26
2/1/12 00:00;West;Small Market;Darjeeling;Leaves;Tea;Oregon;Regular;452;6;17;56;17
2/1/12 00:00;West;Small Market;Caffe Mocha;Beans;Espresso;Oregon;Regular;329;19;33;140;47
1/1/12 00:00;West;Small Market;Green Tea;Leaves;Tea;Oregon;Regular;500;26;67;200;49
1/1/12 00:00;West;Small Market;Amaretto;Beans;Coffee;Oregon;Regular;435;57;1;150;86
12/1/13 00:00;West;Major Market;Colombian;Beans;Coffee;California;Regular;2642;97;402;745;149
12/1/13 00:00;West;Major Market;Caffe Mocha;Beans;Espresso;California;Regular;940;122;46;343;156
10/1/13 00:00;West;Major Market;Mint;Leaves;Herbal Tea;California;Decaf;541;12;39;96;25
9/1/13 00:00;West;Major Market;Green Tea;Leaves;Tea;California;Regular;656;19;58;160;51
9/1/13 00:00;West;Major Market;Decaf Espresso;Beans;Espresso;California;Decaf;1686;83;326;628;116
8/1/13 00:00;West;Major Market;Decaf Irish Cream;Beans;Coffee;California;Decaf;3139;64;-189;165;100
6/1/13 00:00;West;Major Market;Colombian;Beans;Coffee;California;Regular;2476;124;493;882;165
5/1/13 00:00;West;Major Market;Mint;Leaves;Herbal Tea;California;Decaf;584;27;92;188;37
5/1/13 00:00;West;Major Market;Darjeeling;Leaves;Tea;California;Regular;821;29;153;254;38
2/1/13 00:00;West;Major Market;Green Tea;Leaves;Tea;California;Regular;549;24;86;201;56
1/1/13 00:00;West;Major Market;Lemon;Leaves;Herbal Tea;California;Decaf;965;64;249;506;89
1/1/13 00:00;West;Major Market;Caffe Mocha;Beans;Espresso;California;Regular;725;95;26;280;134
12/1/12 00:00;West;Major Market;Caffe Mocha;Beans;Espresso;California;Regular;940;122;31;322;156
8/1/12 00:00;West;Major Market;Caffe Mocha;Beans;Espresso;California;Regular;927;156;50;412;189
5/1/12 00:00;West;Major Market;Earl Grey;Leaves;Tea;California;Regular;499;24;89;210;35
4/1/12 00:00;West;Major Market;Earl Grey;Leaves;Tea;California;Regular;460;22;83;198;34
2/1/12 00:00;West;Major Market;Mint;Leaves;Herbal Tea;California;Decaf;613;27;68;190;39
12/1/13 00:00;East;Major Market;Regular Espresso;Beans;Espresso;New York;Regular;723;70;463;700;95
12/1/13 00:00;East;Major Market;Earl Grey;Leaves;Tea;New York;Regular;959;34;197;322;46
11/1/13 00:00;East;Major Market;Mint;Leaves;Herbal Tea;New York;Decaf;4742;69;-232;171;91
9/1/13 00:00;East;Major Market;Earl Grey;Leaves;Tea;New York;Regular;928;34;197;322;46
9/1/13 00:00;East;Major Market;Caffe Mocha;Beans;Espresso;New York;Regular;2932;110;-292;72;144
5/1/13 00:00;East;Major Market;Lemon;Leaves;Herbal Tea;New York;Decaf;1613;100;348;645;125
4/1/13 00:00;East;Major Market;Green Tea;Leaves;Tea;New York;Regular;460;22;123;211;34
4/1/13 00:00;East;Major Market;Colombian;Beans;Coffee;New York;Regular;2108;99;410;759;152
2/1/13 00:00;East;Major Market;Lemon;Leaves;Herbal Tea;New York;Decaf;1454;91;194;528;124
1/1/13 00:00;East;Major Market;Colombian;Beans;Coffee;New York;Regular;2101;94;408;759;152
12/1/12 00:00;East;Major Market;Green Tea;Leaves;Tea;New York;Regular;601;15;52;133;27
11/1/12 00:00;East;Major Market;Darjeeling;Leaves;Tea;New York;Regular;984;22;84;198;33
10/1/12 00:00;East;Major Market;Green Tea;Leaves;Tea;New York;Regular;580;21;78;187;33
9/1/12 00:00;East;Major Market;Earl Grey;Leaves;Tea;New York;Regular;928;34;133;302;46
8/1/12 00:00;East;Major Market;Caffe Mocha;Beans;Espresso;New York;Regular;2615;156;-284;78;189
7/1/12 00:00;East;Major Market;Earl Grey;Leaves;Tea;New York;Regular;952;29;111;256;41
5/1/12 00:00;East;Major Market;Darjeeling;Leaves;Tea;New York;Regular;871;29;112;256;40
3/1/12 00:00;East;Major Market;Green Tea;Leaves;Tea;New York;Regular;441;22;83;198;34
2/1/12 00:00;East;Major Market;Lemon;Leaves;Herbal Tea;New York;Decaf;1454;91;131;495;124
2/1/12 00:00;East;Major Market;Earl Grey;Leaves;Tea;New York;Regular;766;27;105;243;39
11/1/13 00:00;East;Major Market;Darjeeling;Leaves;Tea;New York;Regular;984;22;125;211;33
9/1/13 00:00;East;Major Market;Regular Espresso;Beans;Espresso;New York;Regular;1286;69;332;604;94
9/1/13 00:00;East;Major Market;Colombian;Beans;Coffee;New York;Regular;2580;110;463;842;162
7/1/13 00:00;East;Major Market;Lemon;Leaves;Herbal Tea;New York;Decaf;1781;102;536;786;126
5/1/13 00:00;East;Major Market;Regular Espresso;Beans;Espresso;New York;Regular;1271;72;258;538;89
5/1/13 00:00;East;Major Market;Darjeeling;Leaves;Tea;New York;Regular;871;29;155;254;37
1/1/13 00:00;East;Major Market;Regular Espresso;Beans;Espresso;New York;Regular;1459;63;273;548;91
1/1/13 00:00;East;Major Market;Mint;Leaves;Herbal Tea;New York;Decaf;965;64;-176;201;90
1/1/13 00:00;East;Major Market;Lemon;Leaves;Herbal Tea;New York;Decaf;1419;93;173;540;133
1/1/13 00:00;East;Major Market;Caffe Mocha;Beans;Espresso;New York;Regular;725;95;-268;68;134
10/1/12 00:00;East;Major Market;Darjeeling;Leaves;Tea;New York;Regular;971;30;115;265;42
7/1/12 00:00;East;Major Market;Lemon;Leaves;Herbal Tea;New York;Decaf;1781;102;388;793;135
6/1/12 00:00;East;Major Market;Darjeeling;Leaves;Tea;New York;Regular;947;34;133;301;45
5/1/12 00:00;East;Major Market;Green Tea;Leaves;Tea;New York;Regular;499;24;89;210;35
4/1/12 00:00;East;Major Market;Regular Espresso;Beans;Espresso;New York;Regular;1262;66;235;564;90
3/1/12 00:00;East;Major Market;Lemon;Leaves;Herbal Tea;New York;Decaf;1471;93;141;513;127
12/1/13 00:00;Central;Small Market;Lemon;Leaves;Herbal Tea;Iowa;Decaf;830;40;183;332;62
12/1/13 00:00;Central;Small Market;Chamomile;Leaves;Herbal Tea;Iowa;Decaf;1744;81;321;614;113
12/1/13 00:00;Central;Small Market;Caffe Mocha;Beans;Espresso;Iowa;Regular;807;6;25;62;18
11/1/13 00:00;Central;Small Market;Decaf Espresso;Beans;Espresso;Iowa;Decaf;387;0;46;46;12
11/1/13 00:00;Central;Small Market;Colombian;Beans;Coffee;Iowa;Regular;1003;8;7;68;30
11/1/13 00:00;Central;Small Market;Caffe Mocha;Beans;Espresso;Iowa;Regular;802;6;24;60;18
10/1/13 00:00;Central;Small Market;Lemon;Leaves;Herbal Tea;Iowa;Decaf;789;39;169;318;62
10/1/13 00:00;Central;Small Market;Earl Grey;Leaves;Tea;Iowa;Regular;1756;96;272;604;129
10/1/13 00:00;Central;Small Market;Darjeeling;Leaves;Tea;Iowa;Regular;1755;66;221;509;90
10/1/13 00:00;Central;Small Market;Colombian;Beans;Coffee;Iowa;Regular;1000;9;10;72;30
10/1/13 00:00;Central;Small Market;Amaretto;Beans;Coffee;Iowa;Regular;846;5;22;55;16
9/1/13 00:00;Central;Small Market;Lemon;Leaves;Herbal Tea;Iowa;Decaf;801;39;171;318;61
9/1/13 00:00;Central;Small Market;Colombian;Beans;Coffee;Iowa;Regular;1003;10;10;77;32
8/1/13 00:00;Central;Small Market;Lemon;Leaves;Herbal Tea;Iowa;Decaf;817;49;208;373;66
8/1/13 00:00;Central;Small Market;Earl Grey;Leaves;Tea;Iowa;Regular;1809;107;286;626;131
8/1/13 00:00;Central;Small Market;Chamomile;Leaves;Herbal Tea;Iowa;Decaf;1714;97;362;681;121
7/1/13 00:00;Central;Small Market;Earl Grey;Leaves;Tea;Iowa;Regular;1834;102;272;597;126
6/1/13 00:00;Central;Small Market;Earl Grey;Leaves;Tea;Iowa;Regular;1714;102;272;598;126
6/1/13 00:00;Central;Small Market;Decaf Irish Cream;Beans;Coffee;Iowa;Decaf;608;7;15;52;18
5/1/13 00:00;Central;Small Market;Earl Grey;Leaves;Tea;Iowa;Regular;1538;100;262;584;125
5/1/13 00:00;Central;Small Market;Decaf Irish Cream;Beans;Coffee;Iowa;Decaf;611;7;15;52;18
5/1/13 00:00;Central;Small Market;Caffe Mocha;Beans;Espresso;Iowa;Regular;784;5;17;49;16
4/1/13 00:00;Central;Small Market;Caffe Mocha;Beans;Espresso;Iowa;Regular;776;4;15;46;16
4/1/13 00:00;Central;Small Market;Amaretto;Beans;Coffee;Iowa;Regular;820;5;16;50;17
3/1/13 00:00;Central;Small Market;Colombian;Beans;Coffee;Iowa;Regular;958;8;9;67;29
3/1/13 00:00;Central;Small Market;Caffe Mocha;Beans;Espresso;Iowa;Regular;772;4;13;44;16
1/1/13 00:00;Central;Small Market;Decaf Irish Cream;Beans;Coffee;Iowa;Decaf;623;7;19;60;20
1/1/13 00:00;Central;Small Market;Decaf Espresso;Beans;Espresso;Iowa;Decaf;777;4;16;48;17
12/1/12 00:00;Central;Small Market;Caffe Mocha;Beans;Espresso;Iowa;Regular;807;6;17;58;18
11/1/12 00:00;Central;Small Market;Caffe Mocha;Beans;Espresso;Iowa;Regular;802;6;16;56;18
10/1/12 00:00;Central;Small Market;Colombian;Beans;Coffee;Iowa;Regular;1000;9;7;68;30
9/1/12 00:00;Central;Small Market;Caffe Mocha;Beans;Espresso;Iowa;Regular;803;6;18;58;17
8/1/12 00:00;Central;Small Market;Earl Grey;Leaves;Tea;Iowa;Regular;1809;107;207;632;141
8/1/12 00:00;Central;Small Market;Decaf Espresso;Beans;Espresso;Iowa;Decaf;516;0;31;43;12
8/1/12 00:00;Central;Small Market;Darjeeling;Leaves;Tea;Iowa;Regular;1797;74;167;532;99
7/1/12 00:00;Central;Small Market;Darjeeling;Leaves;Tea;Iowa;Regular;1819;74;167;532;99
6/1/12 00:00;Central;Small Market;Caffe Mocha;Beans;Espresso;Iowa;Regular;798;5;15;53;17
5/1/12 00:00;Central;Small Market;Lemon;Leaves;Herbal Tea;Iowa;Decaf;671;40;122;312;63
5/1/12 00:00;Central;Small Market;Decaf Irish Cream;Beans;Coffee;Iowa;Decaf;611;7;11;52;19
5/1/12 00:00;Central;Small Market;Decaf Espresso;Beans;Espresso;Iowa;Decaf;645;0;31;43;12
5/1/12 00:00;Central;Small Market;Colombian;Beans;Coffee;Iowa;Regular;976;9;7;68;30
4/1/12 00:00;Central;Small Market;Earl Grey;Leaves;Tea;Iowa;Regular;1423;98;186;578;132
4/1/12 00:00;Central;Small Market;Colombian;Beans;Coffee;Iowa;Regular;964;8;3;61;30
4/1/12 00:00;Central;Small Market;Amaretto;Beans;Coffee;Iowa;Regular;820;5;11;47;17
3/1/12 00:00;Central;Small Market;Earl Grey;Leaves;Tea;Iowa;Regular;1369;93;175;546;126
3/1/12 00:00;Central;Small Market;Darjeeling;Leaves;Tea;Iowa;Regular;1417;66;148;478;91
2/1/12 00:00;Central;Small Market;Earl Grey;Leaves;Tea;Iowa;Regular;1391;91;169;534;125
12/1/13 00:00;Central;Major Market;Earl Grey;Leaves;Tea;Ohio;Regular;690;41;180;341;65
12/1/13 00:00;Central;Major Market;Decaf Irish Cream;Beans;Coffee;Ohio;Decaf;521;42;-9;119;71
12/1/13 00:00;Central;Major Market;Darjeeling;Leaves;Tea;Ohio;Regular;817;29;107;236;61
10/1/13 00:00;Central;Major Market;Caffe Mocha;Beans;Espresso;Ohio;Regular;1267;45;137;343;69
9/1/13 00:00;Central;Major Market;Chamomile;Leaves;Herbal Tea;Ohio;Decaf;482;5;21;53;16
8/1/13 00:00;Central;Major Market;Lemon;Leaves;Herbal Tea;Ohio;Decaf;865;6;22;55;16
8/1/13 00:00;Central;Major Market;Decaf Irish Cream;Beans;Coffee;Ohio;Decaf;513;33;-15;88;59
8/1/13 00:00;Central;Major Market;Chamomile;Leaves;Herbal Tea;Ohio;Decaf;484;4;12;41;15
8/1/13 00:00;Central;Major Market;Caffe Mocha;Beans;Espresso;Ohio;Regular;1292;40;112;288;60
7/1/13 00:00;Central;Major Market;Chamomile;Leaves;Herbal Tea;Ohio;Decaf;486;5;12;44;16
7/1/13 00:00;Central;Major Market;Amaretto;Beans;Coffee;Ohio;Regular;420;15;28;109;40
6/1/13 00:00;Central;Major Market;Lemon;Leaves;Herbal Tea;Ohio;Decaf;856;6;25;59;17
6/1/13 00:00;Central;Major Market;Amaretto;Beans;Coffee;Ohio;Regular;397;16;33;117;41
5/1/13 00:00;Central;Major Market;Earl Grey;Leaves;Tea;Ohio;Regular;555;35;139;271;54
5/1/13 00:00;Central;Major Market;Darjeeling;Leaves;Tea;Ohio;Regular;697;31;109;233;58
4/1/13 00:00;Central;Major Market;Decaf Irish Cream;Beans;Coffee;Ohio;Decaf;433;47;-4;133;76
3/1/13 00:00;Central;Major Market;Lemon;Leaves;Herbal Tea;Ohio;Decaf;813;8;42;84;19
3/1/13 00:00;Central;Major Market;Darjeeling;Leaves;Tea;Ohio;Regular;632;27;101;224;58
2/1/13 00:00;Central;Major Market;Lemon;Leaves;Herbal Tea;Ohio;Decaf;817;8;42;85;20
2/1/13 00:00;Central;Major Market;Decaf Irish Cream;Beans;Coffee;Ohio;Decaf;427;49;-4;137;78
2/1/13 00:00;Central;Major Market;Decaf Espresso;Beans;Espresso;Ohio;Decaf;331;22;27;141;55
2/1/13 00:00;Central;Major Market;Caffe Mocha;Beans;Espresso;Ohio;Regular;1073;47;145;362;72
1/1/13 00:00;Central;Major Market;Decaf Irish Cream;Beans;Coffee;Ohio;Decaf;435;57;0;168;91
1/1/13 00:00;Central;Major Market;Darjeeling;Leaves;Tea;Ohio;Regular;651;27;106;235;61
12/1/12 00:00;Central;Major Market;Darjeeling;Leaves;Tea;Ohio;Regular;817;29;72;221;61
12/1/12 00:00;Central;Major Market;Amaretto;Beans;Coffee;Ohio;Regular;424;17;29;127;44
10/1/12 00:00;Central;Major Market;Lemon;Leaves;Herbal Tea;Ohio;Decaf;859;7;20;66;19
9/1/12 00:00;Central;Major Market;Earl Grey;Leaves;Tea;Ohio;Regular;666;29;81;230;53
9/1/12 00:00;Central;Major Market;Caffe Mocha;Beans;Espresso;Ohio;Regular;1280;43;87;310;68
8/1/12 00:00;Central;Major Market;Caffe Mocha;Beans;Espresso;Ohio;Regular;1292;40;81;291;65
7/1/12 00:00;Central;Major Market;Earl Grey;Leaves;Tea;Ohio;Regular;692;43;128;336;67
7/1/12 00:00;Central;Major Market;Decaf Espresso;Beans;Espresso;Ohio;Decaf;419;19;11;115;53
7/1/12 00:00;Central;Major Market;Colombian;Beans;Coffee;Ohio;Regular;432;10;18;85;33
6/1/12 00:00;Central;Major Market;Lemon;Leaves;Herbal Tea;Ohio;Decaf;856;6;18;60;18
6/1/12 00:00;Central;Major Market;Darjeeling;Leaves;Tea;Ohio;Regular;767;36;99;278;68
6/1/12 00:00;Central;Major Market;Amaretto;Beans;Coffee;Ohio;Regular;397;16;24;118;44
5/1/12 00:00;Central;Major Market;Earl Grey;Leaves;Tea;Ohio;Regular;555;35;101;273;58
5/1/12 00:00;Central;Major Market;Colombian;Beans;Coffee;Ohio;Regular;384;13;24;103;37
4/1/12 00:00;Central;Major Market;Decaf Irish Cream;Beans;Coffee;Ohio;Decaf;433;47;-3;125;76
4/1/12 00:00;Central;Major Market;Colombian;Beans;Coffee;Ohio;Regular;363;13;27;107;37
3/1/12 00:00;Central;Major Market;Earl Grey;Leaves;Tea;Ohio;Regular;481;27;74;214;51
3/1/12 00:00;Central;Major Market;Decaf Irish Cream;Beans;Coffee;Ohio;Decaf;421;47;-4;125;77
3/1/12 00:00;Central;Major Market;Darjeeling;Leaves;Tea;Ohio;Regular;632;27;68;210;58
3/1/12 00:00;Central;Major Market;Caffe Mocha;Beans;Espresso;Ohio;Regular;1059;45;94;325;69
2/1/12 00:00;Central;Major Market;Earl Grey;Leaves;Tea;Ohio;Regular;490;26;71;206;49
2/1/12 00:00;Central;Major Market;Colombian;Beans;Coffee;Ohio;Regular;357;16;38;128;38
4/1/13 00:00;South;Major Market;Chamomile;Leaves;Herbal Tea;Texas;Decaf;336;18;42;137;46
1/1/13 00:00;South;Major Market;Caffe Mocha;Beans;Espresso;Texas;Regular;777;24;148;245;37
12/1/12 00:00;South;Major Market;Caffe Latte;Beans;Espresso;Texas;Regular;-1239;22;47;168;54
8/1/12 00:00;South;Major Market;Decaf Espresso;Beans;Espresso;Texas;Decaf;598;28;105;245;40
5/1/12 00:00;South;Major Market;Lemon;Leaves;Herbal Tea;Texas;Decaf;384;13;25;103;36
2/1/12 00:00;South;Major Market;Caffe Latte;Beans;Espresso;Texas;Regular;378;24;58;189;56
12/1/13 00:00;West;Major Market;Green Tea;Leaves;Tea;California;Regular;677;22;70;179;54
11/1/13 00:00;West;Major Market;Lemon;Leaves;Herbal Tea;California;Decaf;1272;69;258;522;91
10/1/13 00:00;West;Major Market;Green Tea;Leaves;Tea;California;Regular;650;23;83;194;54
6/1/13 00:00;West;Major Market;Caffe Latte;Beans;Espresso;California;Regular;1715;72;228;516;89
3/1/13 00:00;West;Major Market;Darjeeling;Leaves;Tea;California;Regular;756;24;135;227;35
1/1/12 00:00;West;Major Market;Chamomile;Leaves;Herbal Tea;California;Decaf;821;26;102;234;37
12/1/13 00:00;West;Small Market;Green Tea;Leaves;Tea;Washington;Regular;627;49;-4;140;79
12/1/13 00:00;West;Small Market;Caffe Mocha;Beans;Espresso;Washington;Regular;403;24;34;155;57
11/1/13 00:00;West;Small Market;Green Tea;Leaves;Tea;Washington;Regular;613;55;1;157;85
11/1/13 00:00;West;Small Market;Decaf Irish Cream;Beans;Coffee;Washington;Decaf;694;85;24;239;114
11/1/13 00:00;West;Small Market;Darjeeling;Leaves;Tea;Washington;Regular;321;16;73;150;39
10/1/13 00:00;West;Small Market;Lemon;Leaves;Herbal Tea;Washington;Decaf;829;13;70;127;24
10/1/13 00:00;West;Small Market;Earl Grey;Leaves;Tea;Washington;Regular;449;14;46;120;36
9/1/13 00:00;West;Small Market;Earl Grey;Leaves;Tea;Washington;Regular;454;14;46;120;36
9/1/13 00:00;West;Small Market;Chamomile;Leaves;Herbal Tea;Washington;Decaf;1130;33;135;275;64
7/1/13 00:00;West;Small Market;Earl Grey;Leaves;Tea;Washington;Regular;462;11;28;89;32
6/1/13 00:00;West;Small Market;Green Tea;Leaves;Tea;Washington;Regular;597;48;-4;127;73
6/1/13 00:00;West;Small Market;Caffe Latte;Beans;Espresso;Washington;Regular;593;15;47;109;26
5/1/13 00:00;West;Small Market;Chamomile;Leaves;Herbal Tea;Washington;Decaf;1020;36;135;273;62
3/1/13 00:00;West;Small Market;Lemon;Leaves;Herbal Tea;Washington;Decaf;768;9;43;87;20
3/1/13 00:00;West;Small Market;Colombian;Beans;Coffee;Washington;Regular;325;19;71;160;41
2/1/13 00:00;West;Small Market;Lemon;Leaves;Herbal Tea;Washington;Decaf;772;10;50;100;22
1/1/13 00:00;West;Small Market;Decaf Irish Cream;Beans;Coffee;Washington;Decaf;551;72;14;213;107
1/1/13 00:00;West;Small Market;Chamomile;Leaves;Herbal Tea;Washington;Decaf;961;40;179;347;75
12/1/12 00:00;West;Small Market;Earl Grey;Leaves;Tea;Washington;Regular;466;13;28;106;35
12/1/12 00:00;West;Small Market;Decaf Irish Cream;Beans;Coffee;Washington;Decaf;716;95;20;250;125
12/1/12 00:00;West;Small Market;Darjeeling;Leaves;Tea;Washington;Regular;320;12;30;107;36
12/1/12 00:00;West;Small Market;Chamomile;Leaves;Herbal Tea;Washington;Decaf;1166;37;105;289;69
12/1/12 00:00;West;Small Market;Caffe Mocha;Beans;Espresso;Washington;Regular;403;24;23;145;57
11/1/12 00:00;West;Small Market;Lemon;Leaves;Herbal Tea;Washington;Decaf;834;13;44;115;24
8/1/12 00:00;West;Small Market;Colombian;Beans;Coffee;Washington;Regular;454;27;76;211;49
7/1/12 00:00;West;Small Market;Lemon;Leaves;Herbal Tea;Washington;Decaf;843;11;37;99;22
7/1/12 00:00;West;Small Market;Earl Grey;Leaves;Tea;Washington;Regular;462;11;20;90;34
7/1/12 00:00;West;Small Market;Darjeeling;Leaves;Tea;Washington;Regular;380;12;29;104;36
6/1/12 00:00;West;Small Market;Lemon;Leaves;Herbal Tea;Washington;Decaf;822;12;40;107;24
5/1/12 00:00;West;Small Market;Darjeeling;Leaves;Tea;Washington;Regular;351;14;44;130;38
4/1/12 00:00;West;Small Market;Lemon;Leaves;Herbal Tea;Washington;Decaf;776;9;30;86;21
4/1/12 00:00;West;Small Market;Colombian;Beans;Coffee;Washington;Regular;340;22;54;169;46
2/1/12 00:00;West;Small Market;Lemon;Leaves;Herbal Tea;Washington;Decaf;772;10;34;94;22
2/1/12 00:00;West;Small Market;Decaf Espresso;Beans;Espresso;Washington;Decaf;957;21;41;154;43
2/1/12 00:00;West;Small Market;Colombian;Beans;Coffee;Washington;Regular;331;18;44;142;40
1/1/12 00:00;West;Small Market;Decaf Irish Cream;Beans;Coffee;Washington;Decaf;551;72;9;190;102
10/1/13 00:00;East;Major Market;Regular Espresso;Beans;Espresso;Massachusetts;Regular;1267;45;137;343;69
8/1/13 00:00;East;Major Market;Darjeeling;Leaves;Tea;Massachusetts;Regular;865;6;22;55;16
4/1/13 00:00;East;Major Market;Regular Espresso;Beans;Espresso;Massachusetts;Regular;1091;45;140;346;69
2/1/13 00:00;East;Major Market;Lemon;Leaves;Herbal Tea;Massachusetts;Decaf;331;22;27;141;55
2/1/13 00:00;East;Major Market;Darjeeling;Leaves;Tea;Massachusetts;Regular;817;8;42;85;20
12/1/12 00:00;East;Major Market;Lemon;Leaves;Herbal Tea;Massachusetts;Decaf;422;17;7;103;50
11/1/12 00:00;East;Major Market;Regular Espresso;Beans;Espresso;Massachusetts;Regular;1283;50;108;363;74
10/1/12 00:00;East;Major Market;Darjeeling;Leaves;Tea;Massachusetts;Regular;859;7;20;66;19
9/1/12 00:00;East;Major Market;Caffe Mocha;Beans;Espresso;Massachusetts;Regular;520;47;-31;98;77
8/1/12 00:00;East;Major Market;Green Tea;Leaves;Tea;Massachusetts;Regular;484;4;9;41;16
8/1/12 00:00;East;Major Market;Darjeeling;Leaves;Tea;Massachusetts;Regular;865;6;16;55;17
8/1/12 00:00;East;Major Market;Colombian;Beans;Coffee;Massachusetts;Regular;-2033;17;563;664;49
7/1/12 00:00;East;Major Market;Colombian;Beans;Coffee;Massachusetts;Regular;-1493;17;564;665;49
4/1/12 00:00;East;Major Market;Lemon;Leaves;Herbal Tea;Massachusetts;Decaf;337;20;13;121;54
3/1/12 00:00;East;Major Market;Regular Espresso;Beans;Espresso;Massachusetts;Regular;1059;45;94;325;69
3/1/12 00:00;East;Major Market;Lemon;Leaves;Herbal Tea;Massachusetts;Decaf;325;22;16;129;55
3/1/12 00:00;East;Major Market;Caffe Mocha;Beans;Espresso;Massachusetts;Regular;446;47;-4;125;77
2/1/12 00:00;East;Major Market;Regular Espresso;Beans;Espresso;Massachusetts;Regular;1073;47;99;340;71
2/1/12 00:00;East;Major Market;Caffe Mocha;Beans;Espresso;Massachusetts;Regular;451;49;-4;128;78
1/1/12 00:00;East;Major Market;Darjeeling;Leaves;Tea;Massachusetts;Regular;821;8;29;80;19
12/1/13 00:00;South;Small Market;Lemon;Leaves;Herbal Tea;New Mexico;Decaf;1009;9;10;74;31
12/1/13 00:00;South;Small Market;Decaf Irish Cream;Beans;Coffee;New Mexico;Decaf;1898;28;24;171;52
12/1/13 00:00;South;Small Market;Decaf Espresso;Beans;Espresso;New Mexico;Decaf;256;12;18;95;39
12/1/13 00:00;South;Small Market;Colombian;Beans;Coffee;New Mexico;Regular;462;15;40;130;47
12/1/13 00:00;South;Small Market;Chamomile;Leaves;Herbal Tea;New Mexico;Decaf;851;4;13;44;16
12/1/13 00:00;South;Small Market;Caffe Mocha;Beans;Espresso;New Mexico;Regular;335;44;-7;126;74
12/1/13 00:00;South;Small Market;Caffe Latte;Beans;Espresso;New Mexico;Regular;-598;7;-22;48;40
11/1/13 00:00;South;Small Market;Lemon;Leaves;Herbal Tea;New Mexico;Decaf;1003;8;7;68;30
11/1/13 00:00;South;Small Market;Decaf Irish Cream;Beans;Coffee;New Mexico;Decaf;1804;25;-12;130;48
11/1/13 00:00;South;Small Market;Decaf Espresso;Beans;Espresso;New Mexico;Decaf;248;11;12;87;39
11/1/13 00:00;South;Small Market;Colombian;Beans;Coffee;New Mexico;Regular;452;14;30;116;46
11/1/13 00:00;South;Small Market;Chamomile;Leaves;Herbal Tea;New Mexico;Decaf;848;4;13;42;15
11/1/13 00:00;South;Small Market;Caffe Mocha;Beans;Espresso;New Mexico;Regular;325;40;-10;113;69
11/1/13 00:00;South;Small Market;Caffe Latte;Beans;Espresso;New Mexico;Regular;-522;12;-6;81;46
10/1/13 00:00;South;Small Market;Lemon;Leaves;Herbal Tea;New Mexico;Decaf;1000;9;9;72;31
10/1/13 00:00;South;Small Market;Decaf Irish Cream;Beans;Coffee;New Mexico;Decaf;1698;26;-39;116;49
10/1/13 00:00;South;Small Market;Decaf Espresso;Beans;Espresso;New Mexico;Decaf;244;12;21;98;39
10/1/13 00:00;South;Small Market;Colombian;Beans;Coffee;New Mexico;Regular;447;14;34;121;46
10/1/13 00:00;South;Small Market;Chamomile;Leaves;Herbal Tea;New Mexico;Decaf;846;5;21;55;17
10/1/13 00:00;South;Small Market;Caffe Mocha;Beans;Espresso;New Mexico;Regular;320;41;-9;116;70
10/1/13 00:00;South;Small Market;Caffe Latte;Beans;Espresso;New Mexico;Regular;-466;9;-18;60;43
9/1/13 00:00;South;Small Market;Lemon;Leaves;Herbal Tea;New Mexico;Decaf;1003;10;12;77;31
